date,county,daily_cases
2020-07-05,Washington,9
2020-07-06,Washington,10
2020-07-07,Washington,10
2020-07-08,Washington,11
2020-07-09,Washington,12
2020-07-10,Washington,12
2020-07-11,Washington,13
2020-07-12,Washington,14
2020-05-24,Williamson,2
2020-05-25,Williamson,2
2020-05-26,Williamson,2
2020-05-27,Williamson,3
2020-05-28,Williamson,3
2020-05-29,Williamson,3
2020-05-30,Williamson,3
2020-05-31,Williamson,3
2020-06-01,Williamson,3
2020-06-02,Williamson,3
2020-06-03,Williamson,3
2020-06-04,Williamson,4
2020-06-05,Williamson,4
2020-06-06,Williamson,4
2020-06-07,Williamson,4
2020-06-08,Williamson,4
2020-06-09,Williamson,5
2020-06-10,Williamson,5
2020-06-11,Williamson,5
2020-06-12,Williamson,5
2020-06-13,Williamson,5
2020-06-14,Williamson,6
2020-06-15,Williamson,6
2020-06-16,Williamson,6
2020-06-17,Williamson,6
2020-06-18,Williamson,6
2020-06-19,Williamson,7
2020-06-20,Williamson,7
2020-06-21,Williamson,7
2020-06-22,Williamson,8
2020-06-23,Williamson,8
2020-06-24,Williamson,8
2020-06-25,Williamson,8
2020-06-26,Williamson,9
2020-06-27,Williamson,9
2020-06-28,Williamson,9
2020-06-29,Williamson,10
2020-06-30,Williamson,10
2020-07-01,Williamson,10
2020-07-02,Williamson,11
2020-07-03,Williamson,11
2020-07-04,Williamson,11
2020-07-05,Williamson,12
2020-07-06,Williamson,12
2020-07-07,Williamson,13
2020-07-08,Williamson,13
2020-07-09,Williamson,13
2020-07-10,Williamson,14
2020-07-11,Williamson,14
2020-07-12,Williamson,15
2020-05-22,Adams,1
2020-05-23,Adams,1
2020-05-24,Adams,1
2020-05-25,Adams,1
2020-05-26,Adams,1
2020-05-27,Adams,2
2020-05-28,Adams,2
2020-05-29,Adams,2
2020-05-30,Adams,2
2020-05-31,Adams,2
2020-06-01,Adams,2
2020-06-02,Adams,2
2020-06-03,Adams,2
2020-06-04,Adams,2
2020-06-05,Adams,2
2020-06-06,Adams,2
2020-06-07,Adams,2
2020-06-08,Adams,2
2020-06-09,Adams,2
2020-06-10,Adams,2
2020-06-11,Adams,2
2020-06-12,Adams,3
2020-06-13,Adams,3
2020-06-14,Adams,3
2020-06-15,Adams,3
2020-06-16,Adams,3
2020-06-17,Adams,3
2020-06-18,Adams,3
2020-06-19,Adams,3
2020-06-20,Adams,3
2020-06-21,Adams,3
2020-06-22,Adams,3
2020-06-23,Adams,3
2020-06-24,Adams,3
2020-06-25,Adams,3
2020-06-26,Adams,4
2020-06-27,Adams,4
2020-06-28,Adams,4
2020-06-29,Adams,4
2020-06-30,Adams,4
2020-07-01,Adams,4
2020-07-02,Adams,4
2020-07-03,Adams,4
2020-07-04,Adams,4
2020-07-05,Adams,4
2020-07-06,Adams,4
2020-07-07,Adams,4
2020-07-08,Adams,4
2020-07-09,Adams,4
2020-07-10,Adams,4
2020-05-22,Christian,2
2020-05-23,Christian,2
2020-05-24,Christian,2
2020-05-25,Christian,2
2020-05-26,Christian,2
2020-05-27,Christian,3
2020-05-28,Christian,3
2020-05-29,Christian,3
2020-05-30,Christian,3
2020-05-31,Christian,3
2020-06-01,Christian,3
2020-06-02,Christian,3
2020-06-03,Christian,4
2020-06-04,Christian,4
2020-06-05,Christian,4
2020-06-06,Christian,4
2020-06-07,Christian,4
2020-06-08,Christian,4
2020-06-09,Christian,4
2020-06-10,Christian,5
2020-06-11,Christian,5
2020-06-12,Christian,5
2020-06-13,Christian,5
2020-06-14,Christian,5
2020-06-15,Christian,5
2020-06-16,Christian,5
2020-06-17,Christian,6
2020-06-18,Christian,6
2020-06-19,Christian,6
2020-06-20,Christian,6
2020-06-21,Christian,6
2020-06-22,Christian,6
2020-06-23,Christian,6
2020-06-24,Christian,7
2020-06-25,Christian,7
2020-06-26,Christian,7
2020-06-27,Christian,7
2020-06-28,Christian,7
2020-06-29,Christian,7
2020-06-30,Christian,7
2020-07-01,Christian,7
2020-07-02,Christian,7
2020-07-03,Christian,8
2020-07-04,Christian,8
2020-07-05,Christian,8
2020-07-06,Christian,8
2020-07-07,Christian,8
2020-07-08,Christian,8
2020-07-09,Christian,8
2020-07-10,Christian,8
2020-05-22,McLean,6
2020-05-23,McLean,6
2020-05-24,McLean,6
2020-05-25,McLean,6
2020-05-26,McLean,6
2020-05-27,McLean,6
2020-05-28,McLean,7
2020-05-29,McLean,7
2020-05-30,McLean,7
2020-05-31,McLean,7
2020-06-01,McLean,7
2020-06-02,McLean,7
2020-06-03,McLean,7
2020-06-04,McLean,7
2020-06-05,McLean,7
2020-06-06,McLean,8
2020-06-07,McLean,8
2020-06-08,McLean,8
2020-06-09,McLean,8
2020-06-10,McLean,8
2020-06-11,McLean,8
2020-06-12,McLean,8
2020-06-13,McLean,8
2020-06-14,McLean,8
2020-06-15,McLean,8
2020-06-16,McLean,9
2020-06-17,McLean,9
2020-06-18,McLean,9
2020-06-19,McLean,9
2020-06-20,McLean,9
2020-06-21,McLean,9
2020-06-22,McLean,9
2020-06-23,McLean,9
2020-06-24,McLean,9
2020-06-25,McLean,9
2020-06-26,McLean,9
2020-06-27,McLean,10
2020-06-28,McLean,10
2020-06-29,McLean,10
2020-06-30,McLean,10
2020-07-01,McLean,10
2020-07-02,McLean,10
2020-07-03,McLean,10
2020-07-04,McLean,10
2020-07-05,McLean,10
2020-07-06,McLean,10
2020-07-07,McLean,10
2020-07-08,McLean,10
2020-07-09,McLean,10
2020-07-10,McLean,10
